Sales calls,Interactions,Economy,Last upgrade,Discount,Monthly usage,Ad spend,Bugs reported,renewed
1,1,0.281284401,2.819054259,0.127390833,0.817993638,0.776004812,3,0
4,4,0.44047964,13.56607142,0.336971162,0.78288221,0.725049181,1,0
4,4,0.106327403,8.887889794,0.273124231,0.503159309,0.497581939,0,0
1,1,0.474045477,15.99694213,0.316417601,0.252773902,0.244815326,0,0
3,3,0.993410851,3.977477161,0.268060774,0.901665399,0.835943004,4,1
1,1,0.103727181,12.42838539,0.284176978,0.548581805,0.534162281,0,0
4,4,0.264846508,8.454994496,0.17991177,0.359467964,0.332882849,0,1
1,1,0.705788402,8.534787443,0.115648954,0.805475137,0.769780611,1,0
3,3,0.420634352,10.85402118,0.228356966,0.741653226,0.724298708,1,1
0,1,0.521488943,5.986563588,0.27704561,0.862683845,0.84459683,1,0
4,4,0.482520646,18.25443301,0.129838178,0.543747016,0.522385463,1,1
3,3,0.901338021,19.82355534,0.327277448,0.686826092,0.667871196,1,0
3,3,0.651072716,12.09510845,0.229190542,0.931008538,0.851040012,2,0
2,2,0.494173655,11.70592184,0.115778937,0.359837553,0.328420382,0,1
2,2,0.418695548,17.93491362,0.205633042,0.881814516,0.856812095,1,0
2,2,0.913348648,7.819579581,0.189490503,0.191848541,0.186464792,0,0
2,2,0.440345341,5.793425099,0.143168112,0.648132362,0.617895624,1,0
2,2,0.469850811,3.089771332,0.356742538,0.629202332,0.583133417,0,0
3,3,0.66391679,14.39484735,0.273206215,0.876523688,0.858417465,0,1
1,1,0.021547447,16.53434922,0.071289194,0.811617873,0.765728043,4,0
1,1,0.002429014,11.77401434,0.403840854,0.156906286,0.146558126,0,0
2,2,0.854722299,4.920988307,0.348203539,0.564008531,0.54419971,1,0
1,2,0.366989233,6.299698706,0.273714995,0.714270534,0.645894753,2,1
0,1,0.144587793,18.29205676,0.357108583,0.654466292,0.614795568,0,0
3,3,0.453448591,5.815601059,0.41509748,0.740927552,0.674384665,1,0
3,3,0.526203689,11.13798758,0.191831959,0.441225487,0.426641567,1,0
2,2,0.859287316,19.11641301,0.48208846,0.174182868,0.171055776,0,0
4,4,0.545040677,17.93076737,0.233058213,0.720056507,0.658737637,0,0
0,0,0.827720113,8.209038332,0.192535264,0.630741672,0.581991592,0,0
3,3,0.153185232,6.971604673,0.239523643,0.22619361,0.220393456,0,0
1,1,0.634643266,9.353287096,0.179330653,0.300656024,0.271359068,0,0
1,1,0.14957963,1.014116321,0.084825286,0.800709089,1.738324421,0,1
1,1,0.241445058,7.810123632,0.139352591,0.146966841,0.144160635,0,0
3,3,0.044557115,13.54039681,0.201333715,0.342558385,0.335810082,0,0
1,1,0.942427436,7.345245939,0.202130639,0.848574705,0.817480446,1,1
3,3,0.97139299,17.38353858,0.263071764,0.609743719,0.568923602,0,0
3,4,0.56070204,1.203031487,0.197108123,0.712933337,1.672891714,1,0
0,0,0.08947816,13.3068295,0.107622915,0.130835545,0.12866789,0,0
3,3,0.92748329,7.40992213,0.198831417,0.746533251,0.708761718,0,1
3,4,0.027249518,16.14251383,0.113011968,0.442103551,0.408429158,1,0
4,4,0.525153205,3.186191534,0.165171266,0.51590018,0.507037335,0,0
3,3,0.506720277,2.300965233,0.035056691,0.933272102,0.901959808,0,0
2,2,0.015269151,16.3149852,0.378715363,0.838279785,0.776047346,0,0
3,3,0.412277305,5.331267727,0.120814805,0.562181859,0.552978129,1,0
1,1,0.406306198,6.487444888,0.206096784,0.5715677,0.537399442,0,0
2,2,0.363772454,16.39983984,0.210199591,0.916623716,0.836200973,2,0
1,1,0.983895987,17.74794236,0.375939291,0.546620107,0.502555479,0,0
4,4,0.561295313,5.313920301,0.131590697,0.710202065,0.687895366,4,0
1,1,0.531322898,6.690766788,0.369523165,0.697039315,0.670485464,1,0
0,0,0.77773286,1.532932582,0.252634788,0.384264915,1.379345104,0,0
1,1,0.289259953,6.332288147,0.2103156,0.823694161,0.799514167,3,1
2,3,0.925361676,5.430216566,0.231228093,0.398154521,0.377071975,0,1
0,0,0.332479486,2.942237499,0.332115901,0.778155141,0.703484545,0,0
2,2,0.999650359,7.862259315,0.279795484,0.332520492,0.315903921,1,0
3,3,0.423622687,5.051969779,0.178994438,0.744157174,0.696320205,0,0
3,3,0.746873226,11.53233907,0.251474924,0.594731608,0.536441896,0,1
2,2,0.593620492,17.220051,0.27539181,0.361527568,0.326883569,0,0
4,5,0.609891431,8.156666628,0.109458882,0.530580143,0.508037387,1,1
4,4,0.193761411,6.653882662,0.105574807,0.627520163,0.608635412,2,1
3,4,0.549905981,8.37935166,0.184062715,0.885697518,0.872757119,0,0
2,2,0.352488497,1.345264265,0.273569468,0.282044675,1.257365608,0,0
2,2,0.94882296,15.03558888,0.326797002,0.498412595,0.463106192,0,0
0,0,0.906281006,3.041707097,0.106522988,0.592620204,0.584956269,0,0
2,2,0.063616059,6.075979196,0.147603004,0.623601135,0.597937343,2,1
4,4,0.981545361,7.610760913,0.142086338,0.62564915,0.573267099,0,1
3,3,0.210547563,15.84697885,0.193349081,0.682854487,0.628409289,1,0
1,1,0.562949282,18.6290559,0.19932317,0.311184902,0.282609752,0,1
1,1,0.202845744,1.992074223,0.331028429,0.377199338,1.372819872,1,1
3,4,0.508959527,17.24505335,0.34004615,0.357829942,0.322414943,0,0
3,3,0.211446189,15.14357081,0.247769086,0.770919795,0.735783811,1,0
4,4,0.912784921,5.238434057,0.165408276,0.852349512,0.792561958,1,1
3,4,0.532684953,10.60298237,0.325386767,0.666581604,0.609186214,2,0
2,2,0.769508791,17.45279157,0.095578915,0.670825495,0.631861226,1,1
0,0,0.132872641,19.36731112,0.35741885,0.209602364,0.205301433,0,0
2,2,0.081717754,14.19040816,0.341981516,0.682511216,0.631683364,0,1
1,1,0.696996804,9.934582553,0.134516249,0.712256486,0.657934447,2,0
2,2,0.383870569,19.03960574,0.409430296,0.094869653,0.089473801,0,0
1,2,0.866046622,1.910152572,0.057365592,0.791140253,1.772940875,1,1
3,3,0.123430587,10.36220774,0.163798158,0.737144048,0.666845073,1,1
3,4,0.89421237,19.09220582,0.278119155,0.560323028,0.513354211,0,0
1,1,0.628191049,9.93740493,0.146410338,0.506914628,0.478380116,0,0
2,3,0.623701323,2.018531593,0.444525743,0.728691651,0.661593285,0,0
2,3,0.132327207,6.019451082,0.31977218,0.564013695,0.551777566,0,1
4,4,0.866941667,7.196370248,0.339682111,0.46178147,0.428680996,0,0
1,1,0.803388511,2.486779172,0.232598386,0.450636935,0.436348087,0,0
3,3,0.555245869,1.435255192,0.231338897,0.558539691,1.528346192,0,1
4,4,0.782454726,17.30566417,0.203310322,0.623542081,0.580261,1,1
1,1,0.303638911,18.82260082,0.15091531,0.652751226,0.633491494,0,1
1,1,0.760558893,4.691296499,0.339235197,0.317156127,0.295237308,1,1
3,3,0.025296969,10.3705946,0.140038281,0.496852034,0.463788606,1,0
3,3,0.639715631,3.580054078,0.138983153,0.341028106,0.32050708,0,1
2,2,0.847375641,7.408478075,0.282289222,0.890397173,0.814937275,0,0
2,2,0.175845837,0.340993695,0.109033571,0.521918564,2.49049076,1,1
1,1,0.32130741,14.98150159,0.222763881,0.751127026,0.676984356,0,0
2,2,0.763618911,13.10986073,0.402851086,0.184136835,0.171036617,0,0
0,0,0.68475709,7.02342869,0.314719281,0.530671921,0.510189582,1,1
1,1,0.983982131,15.85841015,0.382984334,0.16579127,0.160274113,0,0
1,1,0.195913384,6.276036474,0.311712329,0.55472789,0.546113315,1,1
2,3,0.5211442,10.56292483,0.25420815,0.592362298,0.570421961,0,0
4,4,0.603198457,1.489627504,0.190127033,0.466386075,1.438592781,0,1
1,2,0.637941377,4.803914831,0.329780354,0.602186714,0.562910699,1,0
2,3,0.537996513,10.58819818,0.184068255,0.378882293,0.373864317,1,0
2,3,0.100195171,7.103995834,0.110806778,0.879289722,0.847612373,1,0
4,4,0.341024827,4.975857283,0.106890936,0.669155419,0.623897042,1,0
1,1,0.547320733,13.26271164,0.354731586,0.75930572,0.689858504,1,1
4,4,0.991648293,11.41649553,0.181545359,0.890155759,0.846971668,2,0
0,0,0.084545531,14.89745127,0.326311609,0.161048601,0.153624878,0,0
2,2,0.675601447,17.27986084,0.425136679,0.517156988,0.507877896,0,0
2,2,0.846652862,17.2850887,0.049147,0.571564098,0.52451937,3,0
1,2,0.783266668,9.680548032,0.382872366,0.627252251,0.567169421,1,1
1,1,0.454987789,15.86150488,0.334432407,0.361022266,0.333677343,0,0
2,2,0.422507599,6.23441325,0.143116007,0.829360379,0.791428058,1,1
3,3,0.753649937,1.731068301,0.256788973,0.390781455,1.377870351,1,1
4,4,0.512441816,6.017864391,0.144677196,0.558456574,0.534119751,0,0
2,2,0.044423808,17.17293041,0.223801534,0.400077755,0.37768212,0,0
3,3,0.780290722,18.43927216,0.312952104,0.133343118,0.127776595,0,0
2,2,0.409961536,5.817725018,0.105918365,0.409273092,0.39076584,0,0
1,1,0.309617098,1.109256655,0.184076273,0.569513565,1.544476199,2,1
1,1,0.229206438,6.584881817,0.370885637,0.629546441,0.576592148,0,0
2,2,0.161964956,15.37630516,0.359408754,0.252846405,0.228181706,0,0
2,2,0.359981988,3.629451351,0.441266767,0.315493991,0.302308411,0,0
0,0,0.663304262,13.60076547,0.255333535,0.687436497,0.662812447,0,0
1,1,0.611690699,6.738054711,0.343201921,0.430728745,0.394425667,0,0
2,3,0.252698209,8.426355344,0.24008124,0.363904123,0.338560113,1,1
1,1,0.498192356,11.23342618,0.08801432,0.451523192,0.433982852,1,0
3,3,0.224747813,1.210571691,0.159095491,0.633162823,1.594358203,0,1
1,2,0.452891121,16.31181721,0.384752739,0.58885126,0.545853844,0,0
0,0,0.606164907,13.12476397,0.216481698,0.746826285,0.676297341,1,1
0,0,0.048428778,3.305136036,0.266804277,0.166323219,0.15535136,0,0
4,4,0.274543102,0.342749268,0.234582276,0.730680031,2.71045982,2,1
0,1,0.616023012,15.87859799,0.227762578,0.488155717,0.473835789,1,0
1,1,0.279718644,10.03256866,0.138123369,0.499387321,0.46092698,1,0
3,3,0.494372739,0.801220996,0.269350305,0.520265063,2.502978098,1,1
1,1,0.070417653,3.237450063,0.160873039,0.5779205,0.540013603,0,0
3,3,0.186094753,12.19188431,0.321265211,0.174827293,0.166713007,0,0
3,3,0.916404749,8.500207145,0.247491443,0.353196118,0.336909454,0,1
2,3,0.102774339,17.23364234,0.177925486,0.140187182,0.126357382,0,0
4,5,0.145538151,19.04406251,0.238036998,0.224100506,0.204853155,0,0
3,3,0.036967829,5.765335303,0.415109241,0.651603156,0.598244697,0,0
0,0,0.41573777,0.215778334,0.137837256,0.828788204,2.763673363,1,1
2,2,0.531665503,9.881125001,0.051576805,0.583303177,0.569565963,1,0
3,3,0.932684661,1.364979836,0.341534091,0.778245756,1.706472471,1,0
3,3,0.522603402,5.316519879,0.194190938,0.268110093,0.244931048,0,0
0,0,0.47480142,15.86948887,0.193385242,0.554073412,0.513791576,0,0
3,3,0.961067406,14.59698395,0.25822141,0.792829762,0.778664039,2,1
3,3,0.242776386,14.41291542,0.285858366,0.598779384,0.542008617,1,0
3,3,0.683784668,0.538329218,0.11786661,0.504897731,2.479444051,0,1
2,2,0.361010549,9.193114118,0.199473794,0.622613839,0.561783927,0,0
2,2,0.299125126,3.528363085,0.243627085,0.188964638,0.178439532,0,0
2,2,0.469039854,17.55730307,0.128226767,0.397599439,0.39259974,0,0
3,3,0.440092986,15.96880277,0.398294064,0.118396306,0.114210524,0,0
4,5,0.033518032,1.602061653,0.063287711,0.591385702,1.56062984,1,1
2,4,0.238695314,13.85508531,0.350918775,0.861602219,0.818580401,1,0
4,5,0.324718053,11.46488469,0.212089741,0.416022192,0.407622528,2,1
3,3,0.279234573,5.330865857,0.365311297,0.630371494,0.570173087,0,0
0,0,0.164909101,16.08677844,0.28491162,0.6377776,0.622394455,2,1
2,2,0.94504973,19.08877786,0.251014765,0.799139067,0.783829225,1,0
1,1,0.547075048,0.873403899,0.106140772,0.717543902,2.657188397,2,0
1,1,0.660619684,9.566953097,0.338189254,0.450754856,0.41833506,0,0
1,2,0.632870419,8.231602817,0.289524568,0.364988504,0.344992954,0,0
1,2,0.945507395,19.26282996,0.170053048,0.693716198,0.634206879,1,0
2,2,0.973110502,10.70669655,0.282931093,0.344435348,0.325667244,1,0
3,3,0.253829125,8.397677991,0.346474698,0.283163267,0.265399487,1,1
1,1,0.861042268,1.244898033,0.088496037,0.378233588,1.355442818,1,1
1,1,0.121223933,5.689648839,0.197426542,0.151567263,0.145907996,0,1
0,0,0.448870006,1.352180828,0.210426081,0.567589252,1.532276698,1,0
2,2,0.640591222,12.06777972,0.311492007,0.261454424,0.252784072,0,0
1,1,0.946916525,14.9641615,0.170022007,0.156633205,0.147596797,1,1
0,0,0.828118128,11.44661536,0.194258949,0.451297538,0.440437184,0,1
4,4,0.151194262,18.36264259,0.209803015,0.489661908,0.465581056,1,0
2,2,0.963197102,11.84841315,0.406496,0.39080231,0.38616779,0,0
0,0,0.536398576,8.557567364,0.253963846,0.326759264,0.307456406,1,1
3,3,0.714750565,5.789185061,0.239776106,0.36274562,0.355648207,1,0
4,4,0.403479542,6.581481963,0.152120869,0.641280713,0.607244735,1,0
2,2,0.460895038,4.698775567,0.277393773,0.248387059,0.229417902,0,0
0,1,0.010484738,15.25390834,0.254136239,0.660866198,0.627690655,2,1
0,0,0.153196185,3.556853299,0.224784675,0.624359844,0.570243796,2,1
2,3,0.032811601,3.44748525,0.332564361,0.576238544,0.528634609,1,0
4,4,0.228795296,1.626464434,0.343698115,0.688749992,1.653489106,0,0
1,2,0.499246381,6.321324822,0.081402783,0.69352804,0.675960594,2,1
3,3,0.295389369,7.015829007,0.177971419,0.311065595,0.288525076,1,1
0,1,0.647714813,11.63178726,0.185910759,0.614829205,0.598376595,0,1
2,2,0.935177959,14.89783572,0.147271619,0.087669882,0.085320506,0,0
3,3,0.716990195,11.48422923,0.338384666,0.798306509,0.783605387,1,0
0,0,0.182234569,11.49727372,0.297661768,0.363798183,0.357949831,1,0
2,2,0.26918556,17.91425499,0.394806739,0.410274247,0.388258888,0,0
4,5,0.145015304,7.345061351,0.260533817,0.469438013,0.454854163,1,0
1,1,0.224482418,18.83343043,0.100567659,0.606106732,0.583862764,1,0
3,3,0.747235079,3.313620211,0.229489389,0.441358662,0.400764745,1,0
2,2,0.890610343,0.793217534,0.276372556,0.461483124,2.426681869,1,1
1,1,0.740079062,13.49816154,0.169134861,0.669787194,0.616287066,1,1
0,1,0.661527132,3.007938804,0.340045472,0.076273089,0.070473544,0,0
0,0,0.967252949,13.95908639,0.305518745,0.82062047,0.788841269,0,0
2,2,0.435649387,11.40444499,0.291956827,0.352928405,0.326017831,0,0
4,4,0.949788512,4.311593056,0.233908662,0.57484069,0.524083314,1,1
3,3,0.928563078,7.849295686,0.214265316,0.75972509,0.685091595,1,0
3,4,0.34378994,10.12891808,0.254952171,0.540860258,0.529186748,1,0
2,2,0.206244843,8.104530022,0.058645571,0.465119616,0.421951289,1,1
2,2,0.103758562,18.7838914,0.27429622,0.967160469,0.939761031,1,1
1,1,0.988292993,17.59058971,0.345800901,0.369447764,0.364556266,0,1
4,4,0.531047185,13.601732,0.138706161,0.716481073,0.675780031,2,0
3,3,0.237726589,5.516787463,0.307434382,0.363671582,0.332869441,0,0
4,4,0.589401396,0.156877012,0.258304097,0.798059999,2.782300549,0,0
1,1,0.445784182,19.57775313,0.316876783,0.379767017,0.374748147,0,0
1,2,0.774568256,19.68112428,0.258101203,0.47551123,0.462095087,3,0
1,1,0.145998725,6.568226154,0.12201006,0.962968081,0.891957818,2,1
4,4,0.899461812,17.63573532,0.205299287,0.367318424,0.350655639,2,0
3,3,0.790156287,10.88679641,0.212381344,0.325449707,0.31518799,0,0
1,2,0.742024572,16.41622141,0.194862375,0.72918255,0.703139201,2,0
2,2,0.918630556,18.79001826,0.376465644,0.271658466,0.261901745,0,0
2,2,0.31916864,6.496972014,0.19212383,0.692494414,0.657341914,1,1
1,2,0.723459649,16.13058098,0.14950198,0.171144632,0.1640424,0,0
1,1,0.058120033,14.36265698,0.081638839,0.54249357,0.489827182,2,0
4,4,0.358108429,13.16719223,0.36551569,0.497269469,0.483321138,1,0
1,1,0.539617097,3.217222651,0.307653505,0.731088476,0.69505707,1,0
4,4,0.931792787,19.81304358,0.170608809,0.861626044,0.78124391,3,1
0,1,0.781715666,6.373977682,0.41606622,0.170215315,0.166947852,0,0
2,3,0.109733293,17.07818086,0.245998235,0.721108465,0.650132276,1,0
1,1,0.767839262,11.4450454,0.238496146,0.177528539,0.173748587,0,1
0,0,0.126573819,3.358740371,0.438521799,0.320217769,0.314177857,0,0
2,2,0.818380315,8.076635493,0.131354321,0.575153373,0.521643427,1,1
0,0,0.81245779,0.590789495,0.356506356,0.396737648,2.385929375,1,1
3,3,0.915131418,17.17025706,0.156994021,0.403797841,0.386049277,0,0
3,3,0.997861621,2.365867718,0.376780179,0.534226161,0.520436326,0,1
1,1,0.059731815,0.144316221,0.18168508,0.386157487,2.360098768,0,0
4,4,0.023280995,15.44375089,0.177282016,0.671564875,0.660915154,0,1
3,4,0.676839283,5.225588727,0.201007064,0.690660401,0.671241249,2,1
1,1,0.12635436,11.22145704,0.273287637,0.422524051,0.400833869,1,0
3,4,0.75974748,2.820280421,0.21175804,0.266626057,0.256552903,0,0
3,3,0.231361075,19.19065017,0.240157972,0.410879178,0.392152249,0,0
1,1,0.025743709,8.568079923,0.182294098,0.250832675,0.244280125,1,1
2,2,0.051094528,7.109754944,0.100205105,0.926798366,0.890259264,1,0
1,1,0.421771623,9.493807926,0.255036667,0.392243946,0.382809594,0,0
2,3,0.873416257,10.1520296,0.2042114,0.284691485,0.278523359,1,0
4,4,0.992005427,16.89423851,0.295926232,0.421352311,0.411080557,0,0
1,2,0.752158791,15.53479651,0.237021045,0.168770465,0.163887023,0,0
4,4,0.086473202,18.5080009,0.26754677,0.731777645,0.68223495,0,0
0,0,0.991470413,7.368229341,0.22384454,0.602299731,0.561197735,0,0
3,3,0.07276381,17.61094232,0.277320157,0.742050105,0.725384776,2,1
2,2,0.192487738,14.92067755,0.270012924,0.704462574,0.641446025,2,0
3,3,0.794661042,11.19598472,0.363647261,0.409874854,0.390155607,0,0
3,3,0.219112974,14.06962297,0.28541608,0.357732067,0.34764993,0,0
2,2,0.444368276,8.171096415,0.270641317,0.709337324,0.698237485,0,0
3,3,0.432872442,17.75345709,0.402934493,0.809162032,0.76486381,0,0
2,2,0.235874203,3.56885361,0.284760264,0.868372309,0.85664342,1,0
3,3,0.692512822,12.00054626,0.228187138,0.624403071,0.572945515,1,0
2,2,0.183096954,16.63897252,0.063724651,0.653616975,0.617971136,2,1
2,2,0.522821014,11.62012959,0.202887557,0.527976931,0.517174104,1,1
1,1,0.787584674,5.530864994,0.268042365,0.740225499,0.717469953,2,0
2,2,0.44992358,17.01781331,0.076743918,0.747720562,0.705283043,1,1
1,1,0.918106341,9.372843829,0.207210828,0.680951416,0.615462953,2,0
2,2,0.581848443,1.849899743,0.3318505,0.576963693,1.534266365,0,0
1,1,0.130497132,11.89241272,0.14076698,0.794803113,0.721150421,0,1
1,1,0.819698462,9.853035302,0.315960105,0.582703306,0.548669172,0,0
2,2,0.858822919,13.92784765,0.186698506,0.248889016,0.239517562,0,1
2,2,0.621419579,0.671072098,0.208471128,0.701286145,2.663932478,2,0
1,1,0.783409879,15.53783555,0.251697085,0.432016474,0.390853636,0,0
1,2,0.743715944,10.8413546,0.212426785,0.334846908,0.315787148,1,0
0,0,0.503113612,4.073846496,0.22089141,0.429089475,0.402728436,0,0
0,0,0.561967339,0.30599697,0.32170182,0.355449297,2.351239152,0,1
1,1,0.390446419,19.29149962,0.291810822,0.595575715,0.585217137,0,1
2,4,0.694210694,12.17953186,0.180401861,0.630226388,0.577945457,2,1
3,3,0.256460063,1.207815273,0.168230085,0.500730613,1.470561386,0,1
2,2,0.535788523,6.252627147,0.109282482,0.602466646,0.542997005,2,0
4,5,0.466732641,18.164692,0.368977814,0.398395263,0.393091244,0,0
0,0,0.121084416,10.43028606,0.297038055,0.338618931,0.324642522,0,0
1,1,0.515739921,6.749633919,0.42692891,0.468354132,0.458416369,0,0
1,2,0.363630169,1.604412129,0.136283552,0.390453758,1.357935611,1,0
2,2,0.338036169,4.657799885,0.190066909,0.150136448,0.147788209,1,0
3,3,0.095835708,11.42060039,0.415573413,0.576176057,0.533550336,0,0
1,1,0.862210564,5.313400316,0.325719246,0.587590272,0.561745281,0,0
1,1,0.728680828,18.24307772,0.107574234,0.330420848,0.31368205,0,1
0,0,0.562057089,9.211527147,0.268843196,0.288698309,0.276172643,0,0
3,3,0.830903189,13.08886815,0.243876433,0.185051513,0.170118956,0,1
2,3,0.528021933,8.399332905,0.195311227,0.462277517,0.42109445,0,0
2,2,0.275319188,10.19346216,0.114581931,0.689948527,0.653301865,1,1
4,4,0.751684044,9.487457366,0.245993433,0.501973567,0.477376736,1,0
0,0,0.383762063,14.76865932,0.275689295,0.863221262,0.83604543,2,1
1,1,0.924919926,9.12560866,0.304511517,0.533784236,0.499712351,1,0
3,3,0.325810576,3.750188345,0.195010165,0.577031072,0.519664435,2,1
3,3,0.27543898,12.26715084,0.035492375,0.644579239,0.61508917,0,1
3,3,0.317620242,16.90732335,0.066109778,0.320261486,0.310958521,0,1
2,3,0.360464888,18.55299783,0.29775766,0.79252293,0.723944304,1,0
4,4,0.464094797,13.22270001,0.273769714,0.341142902,0.337043239,0,0
2,2,0.034926478,6.169885196,0.057660135,0.814583097,0.735065694,1,0
2,2,0.056156957,12.53163941,0.185049675,0.674626451,0.651003225,1,0
0,0,0.386145274,4.196008556,0.348709823,0.228276281,0.220071592,1,0
2,2,0.296186969,9.713819497,0.325507648,0.778992793,0.715885218,1,0
3,4,0.621923056,8.030416788,0.355291692,0.445707179,0.438457967,0,0
1,1,0.620578445,12.16903439,0.325555971,0.601431748,0.560270188,1,0
4,4,0.081271774,5.463291072,0.097102541,0.33964505,0.313404466,0,0
3,3,0.22725097,10.13499262,0.256825744,0.53778535,0.497337119,0,0
1,2,0.62842422,13.22392416,0.194060106,0.292725885,0.272773435,1,1
3,3,0.897551578,11.68107417,0.332007248,0.378002885,0.361243961,0,0
0,0,0.034890381,14.4017966,0.284771727,0.240338163,0.237500303,0,0
4,4,0.432225964,18.71111716,0.377555716,0.591438493,0.536413176,0,0
0,0,0.752446768,4.564177727,0.211970761,0.335331916,0.316879981,0,0
4,5,0.363461527,2.009718412,0.125679966,0.863699943,0.803221149,1,1
1,1,0.749284723,3.679703145,0.277436168,0.635178858,0.586560842,1,0
3,3,0.188860342,15.86867591,0.227158128,0.545438516,0.530149826,1,0
0,0,0.134476987,7.35771069,0.314662123,0.278564497,0.253538663,0,0
1,2,0.701284466,6.209037784,0.171867221,0.318088622,0.303322221,0,1
3,3,0.217395238,16.79909075,0.129906687,0.535417197,0.492632646,0,0
2,2,0.039723388,12.80482675,0.252701249,0.519142581,0.474326556,0,0
0,0,0.661532954,10.72360392,0.150226739,0.312105349,0.291329754,1,0
2,2,0.72801101,8.57795964,0.235160404,0.356851663,0.336961673,1,0
2,2,0.790476462,9.386357221,0.189243406,0.529604063,0.476982992,2,0
2,2,0.021224764,13.31489939,0.285135876,0.451373221,0.428616517,1,1
3,3,0.643902792,7.681820339,0.163894275,0.545281154,0.507759111,0,1
3,3,0.746637305,12.0428972,0.144973012,0.563130952,0.510198834,1,0
2,2,0.584651564,17.07023259,0.360318192,0.624823478,0.617371391,0,0
2,2,0.753539249,18.02834777,0.167671896,0.377356458,0.34785969,0,0
1,2,0.479702225,4.031981239,0.255228415,0.63975365,0.580235174,0,0
3,3,0.761298774,2.954713357,0.207219634,0.656417297,0.614899516,0,1
3,5,0.861083977,11.43958409,0.285041898,0.21481072,0.207339701,0,1
2,2,0.0008159,1.689477049,0.373594501,0.459796822,1.452742138,0,0
2,2,0.931703115,2.583844216,0.248886557,0.702884949,0.648193952,0,0
3,3,0.860324928,9.410182634,0.396527147,0.289323097,0.276936014,1,0
1,1,0.769542069,3.214381383,0.343297333,0.587983998,0.5763506,0,0
0,1,0.237116129,5.938848976,0.253226356,0.598027746,0.558326671,0,0
1,1,0.391408975,8.902475955,0.244244618,0.343139577,0.334205453,0,0
2,2,0.695419994,9.876296426,0.208851585,0.438342378,0.426539512,0,0
2,4,0.435406973,9.699302641,0.271521806,0.428089804,0.387495579,0,1
3,3,0.752109518,3.722186358,0.349130836,0.703055088,0.657137773,1,1
3,3,0.859934924,11.97275973,0.157268333,0.260096942,0.238948457,0,0
2,2,0.607229927,14.56998394,0.295951452,0.263463097,0.244427985,1,0
1,1,0.693495983,12.75249985,0.093735087,0.536641608,0.523965874,1,0
3,3,0.110937805,6.430134122,0.278109351,0.671510758,0.610693404,1,0
2,2,0.607035424,18.64909277,0.18033891,0.6264032,0.615878858,2,0
3,3,0.088805614,13.6603687,0.324060944,0.575298246,0.545150836,0,0
3,3,0.021647062,13.1181165,0.296830645,0.664972893,0.647487075,1,1
4,4,0.737758904,6.36491168,0.055880344,0.622662552,0.586134293,0,1
1,1,0.848371884,1.377401326,0.308797061,0.751218679,1.70111142,0,1
3,3,0.69420808,1.2374317,0.253413931,0.30054168,1.292777658,0,1
1,1,0.643052225,19.7428233,0.199746485,0.24958249,0.242819919,1,0
2,2,0.684979019,18.83789171,0.281212652,0.250305945,0.231875615,0,0
1,1,0.961822452,6.612417384,0.248487627,0.605812364,0.598342389,1,1
1,1,0.290496127,7.674269589,0.360581581,0.332155009,0.311807493,0,0
4,4,0.691698278,18.47276734,0.287845136,0.471708619,0.449618961,2,1
1,1,0.443830933,6.644154798,0.304099575,0.434957475,0.415526024,1,1
1,1,0.426604504,10.61863883,0.299110115,0.901877784,0.867296024,1,0
2,3,0.723780989,5.690763027,0.340219703,0.104796939,0.094614078,0,0
1,1,0.610552597,7.613704643,0.347653332,0.409673834,0.39021488,0,0
2,3,0.828070519,11.33244309,0.311711097,0.56394319,0.519377345,0,0
3,3,0.737142929,0.720847169,0.262600884,0.690644647,2.630486772,3,1
1,1,0.830616305,3.346398263,0.23555869,0.670356095,0.655824759,0,0
2,2,0.094276647,18.23661753,0.236363235,0.500231639,0.466615679,2,0
2,2,0.573571852,1.594380545,0.18942074,0.638114548,1.603357529,0,0
2,2,0.178038516,13.08317907,0.133664675,0.650671695,0.641240507,1,0
4,5,0.369076071,5.772370199,0.24035171,0.489655558,0.476784576,1,0
3,3,0.668123468,2.140480193,0.205273548,0.410413477,0.384035033,2,1
3,3,0.031933965,3.935775014,0.198971701,0.45562888,0.411853556,1,0
4,4,0.000344944,6.89743674,0.283457854,0.532710765,0.514234104,1,1
2,3,0.96103062,17.76967932,0.225408556,0.592725844,0.579038135,0,1
1,1,0.446163812,9.450530317,0.363764185,0.874464732,0.800279642,1,0
0,0,0.05025165,5.272565077,0.265166562,0.277108538,0.260144283,0,0
1,1,0.052862068,15.32217773,0.313387975,0.1515924,0.141946567,0,0
1,1,0.952357328,9.06125146,0.314052642,0.797655731,0.781612508,1,0
1,1,0.973272349,15.09042092,0.255227288,0.23998934,0.236850688,0,0
3,3,0.345932557,1.364032033,0.082489251,0.644534947,1.608876282,0,1
2,3,0.180976972,12.61875199,0.344397119,0.45873689,0.420680756,0,1
3,3,0.431801781,8.038490321,0.129464882,0.666412533,0.643933028,1,0
3,4,0.031072984,12.92446127,0.240046499,0.667659332,0.645744191,0,1
1,1,0.564200048,10.28832387,0.204705062,0.753609588,0.689720029,2,1
1,2,0.275501115,11.82342479,0.264309964,0.179312354,0.164984626,0,0
3,3,0.474051861,14.9643385,0.277874701,0.276438429,0.271014384,0,0
2,2,0.27704767,12.76595759,0.244121346,0.413324126,0.385912923,0,1
