userid,os,platform,converted
3601,android,tablet,0
3602,android,tablet,0
3603,ios,phone,0
3604,ios,tablet,1
3605,android,tablet,0
3606,android,tablet,1
3607,android,tablet,0
3608,android,tablet,0
3609,android,tablet,0
3610,android,tablet,0
3611,ios,tablet,0
3612,ios,tablet,0
3613,android,tablet,0
3614,android,tablet,1
3615,ios,phone,0
3616,android,tablet,0
3617,android,phone,0
3618,ios,phone,0
3619,android,tablet,0
3620,android,tablet,0
3621,android,tablet,0
3622,android,tablet,0
3623,ios,phone,0
3624,ios,phone,0
3625,ios,phone,0
3626,android,phone,0
3627,android,tablet,0
3628,android,tablet,0
3629,ios,tablet,0
3630,android,tablet,0
3631,android,tablet,0
3632,android,phone,0
3633,android,phone,0
3634,android,tablet,0
3635,ios,phone,0
3636,ios,phone,0
3637,ios,phone,0
3638,android,tablet,0
3639,android,tablet,0
3640,ios,tablet,0
3641,android,tablet,0
3642,android,tablet,0
3643,ios,phone,0
3644,android,tablet,1
3645,ios,phone,0
3646,android,phone,0
3647,android,tablet,0
3648,ios,phone,0
3649,android,tablet,0
3650,android,phone,0
3651,android,tablet,0
3652,ios,phone,0
3653,android,tablet,0
3654,android,tablet,0
3655,android,tablet,0
3656,android,phone,0
3657,android,tablet,0
3658,android,tablet,0
3659,android,phone,0
3660,android,tablet,0
3661,ios,phone,0
3662,android,tablet,0
3663,ios,phone,0
3664,ios,tablet,0
3665,android,tablet,1
3666,android,tablet,0
3667,android,tablet,0
3668,android,tablet,0
3669,ios,phone,0
3670,android,phone,0
3671,ios,phone,0
3672,android,tablet,0
3673,ios,tablet,0
3674,android,tablet,0
3675,android,tablet,0
3676,android,phone,0
3677,android,tablet,0
3678,ios,phone,0
3679,ios,phone,0
3680,android,phone,0
3681,ios,phone,0
3682,android,tablet,0
3683,android,tablet,0
3684,ios,phone,0
3685,android,tablet,0
3686,android,tablet,0
3687,android,tablet,0
3688,android,tablet,0
3689,ios,tablet,0
3690,ios,phone,0
3691,android,phone,0
3692,android,tablet,0
3693,ios,phone,0
3694,android,tablet,0
3695,android,phone,0
3696,android,tablet,0
3697,ios,phone,0
3698,android,tablet,1
3699,android,tablet,0
3700,android,tablet,0
3701,android,phone,0
3702,android,tablet,0
3703,android,tablet,0
3704,android,tablet,0
3705,ios,phone,0
3706,ios,tablet,1
3707,ios,tablet,1
3708,ios,tablet,0
3709,ios,phone,0
3710,android,tablet,0
3711,android,tablet,0
3712,ios,phone,0
3713,android,tablet,0
3714,android,tablet,0
3715,android,phone,0
3716,android,tablet,0
3717,ios,tablet,0
3718,android,tablet,1
3719,ios,phone,0
3720,android,tablet,0
3721,android,tablet,0
3722,ios,tablet,0
3723,android,phone,0
3724,ios,phone,0
3725,android,tablet,0
3726,android,tablet,0
3727,android,tablet,0
3728,android,tablet,0
3729,android,tablet,0
3730,android,tablet,0
3731,android,phone,0
3732,android,tablet,0
3733,android,tablet,0
3734,ios,phone,0
3735,ios,phone,0
3736,android,tablet,0
3737,android,tablet,0
3738,android,tablet,0
3739,android,tablet,0
3740,android,tablet,1
3741,android,phone,0
3742,android,tablet,0
3743,android,tablet,0
3744,ios,tablet,0
3745,android,phone,0
3746,android,tablet,0
3747,android,tablet,0
3748,android,tablet,0
3749,ios,tablet,0
3750,ios,phone,0
3751,android,tablet,0
3752,android,tablet,0
3753,ios,phone,0
3754,android,tablet,0
3755,android,tablet,0
3756,android,phone,0
3757,ios,phone,0
3758,android,tablet,0
3759,android,phone,0
3760,android,phone,0
3761,android,tablet,0
3762,android,tablet,0
3763,android,tablet,0
3764,android,tablet,0
3765,ios,phone,0
3766,android,tablet,0
3767,ios,phone,0
3768,android,phone,0
3769,android,tablet,0
3770,android,phone,0
3771,android,phone,0
3772,ios,phone,0
3773,ios,phone,0
3774,ios,phone,0
3775,android,phone,0
3776,android,tablet,0
3777,ios,tablet,0
3778,android,phone,0
3779,android,tablet,0
3780,android,phone,0
3781,ios,tablet,0
3782,android,tablet,0
3783,ios,tablet,0
3784,android,tablet,0
3785,android,tablet,0
3786,ios,phone,0
3787,ios,phone,0
3788,ios,tablet,0
3789,android,tablet,0
3790,ios,tablet,0
3791,android,tablet,0
3792,android,tablet,0
3793,android,tablet,0
3794,android,tablet,0
3795,android,tablet,1
3796,ios,phone,0
3797,ios,phone,1
3798,android,tablet,0
3799,ios,phone,0
3800,android,tablet,0
3801,ios,phone,0
3802,android,tablet,0
3803,android,phone,0
3804,android,tablet,0
3805,ios,phone,0
3806,android,tablet,0
3807,android,tablet,0
3808,android,tablet,0
3809,android,tablet,0
3810,ios,phone,0
3811,android,tablet,0
3812,android,tablet,0
3813,android,phone,0
3814,android,tablet,0
3815,android,tablet,0
3816,android,phone,0
3817,android,tablet,0
3818,android,phone,0
3819,android,tablet,0
3820,ios,phone,0
3821,ios,tablet,1
3822,ios,tablet,0
3823,android,tablet,0
3824,android,tablet,0
3825,android,tablet,0
3826,android,tablet,0
3827,android,tablet,0
3828,android,tablet,0
3829,ios,tablet,0
3830,android,tablet,0
3831,android,phone,0
3832,ios,phone,0
3833,ios,phone,0
3834,android,phone,0
3835,ios,phone,0
3836,android,tablet,0
3837,android,tablet,0
3838,android,tablet,0
3839,android,tablet,0
3840,android,tablet,0
3841,ios,tablet,0
3842,android,tablet,0
3843,android,tablet,0
3844,android,tablet,0
3845,android,tablet,0
3846,android,tablet,0
3847,android,tablet,0
3848,ios,phone,0
3849,ios,tablet,1
3850,ios,phone,0
3851,ios,phone,0
3852,android,tablet,0
3853,android,phone,0
3854,android,tablet,0
3855,android,tablet,0
3856,android,tablet,0
3857,android,tablet,0
3858,android,phone,0
3859,android,tablet,0
3860,ios,tablet,1
3861,android,phone,0
3862,android,tablet,1
3863,android,tablet,0
3864,ios,phone,0
3865,android,phone,0
3866,android,tablet,0
3867,android,tablet,0
3868,android,tablet,0
3869,android,tablet,0
3870,android,tablet,0
3871,android,tablet,0
3872,ios,phone,0
3873,ios,phone,0
3874,android,tablet,0
3875,android,tablet,1
3876,android,tablet,0
3877,android,tablet,0
3878,ios,phone,0
3879,ios,phone,0
3880,android,phone,0
3881,android,tablet,0
3882,android,tablet,0
3883,android,tablet,0
3884,android,tablet,0
3885,ios,phone,0
3886,android,tablet,0
3887,android,tablet,0
3888,android,tablet,0
3889,android,phone,0
3890,android,tablet,0
3891,android,tablet,0
3892,android,phone,0
3893,android,phone,0
3894,android,tablet,0
3895,ios,phone,0
3896,android,tablet,1
3897,ios,phone,0
3898,ios,phone,0
3899,ios,phone,0
3900,ios,phone,0
3901,android,tablet,0
3902,ios,tablet,0
3903,android,phone,0
3904,ios,phone,0
3905,ios,tablet,0
3906,ios,tablet,0
3907,ios,tablet,0
3908,ios,phone,0
3909,android,tablet,0
3910,ios,tablet,0
3911,ios,phone,0
3912,ios,phone,0
3913,android,phone,0
3914,android,tablet,0
3915,android,tablet,0
3916,android,phone,0
3917,android,tablet,0
3918,ios,phone,0
3919,android,phone,0
3920,android,tablet,0
3921,android,phone,0
3922,android,tablet,0
3923,ios,phone,0
3924,ios,tablet,0
3925,ios,phone,0
3926,android,phone,0
3927,android,tablet,1
3928,android,phone,0
3929,android,tablet,0
3930,android,tablet,1
3931,android,tablet,1
3932,ios,phone,0
3933,android,tablet,0
3934,ios,phone,0
3935,android,phone,0
3936,android,tablet,0
3937,ios,phone,0
3938,ios,phone,0
3939,ios,tablet,0
3940,android,tablet,0
3941,ios,tablet,0
3942,android,phone,0
3943,android,tablet,0
3944,android,tablet,0
3945,android,tablet,0
3946,android,tablet,0
3947,android,tablet,0
3948,android,tablet,0
3949,ios,phone,0
3950,ios,phone,0
3951,android,phone,0
3952,android,phone,0
3953,android,tablet,0
3954,android,tablet,0
3955,android,tablet,0
3956,android,tablet,0
3957,ios,tablet,0
3958,android,phone,0
3959,android,tablet,0
3960,android,phone,0
3961,ios,tablet,0
3962,android,tablet,0
3963,android,tablet,0
3964,ios,phone,0
3965,ios,phone,0
3966,android,tablet,0
3967,android,tablet,0
3968,android,tablet,0
3969,ios,phone,0
3970,ios,tablet,0
3971,android,tablet,0
3972,android,tablet,0
3973,ios,phone,0
3974,ios,tablet,0
3975,ios,phone,0
3976,ios,phone,0
3977,android,tablet,0
3978,ios,phone,0
3979,android,phone,0
3980,android,tablet,0
3981,ios,phone,0
3982,android,tablet,0
3983,android,tablet,0
3984,android,tablet,0
3985,android,tablet,0
3986,android,tablet,0
3987,ios,phone,0
3988,android,tablet,0
3989,android,tablet,0
3990,android,tablet,0
3991,android,phone,0
3992,android,phone,0
3993,android,tablet,0
3994,android,tablet,0
3995,ios,tablet,0
3996,android,tablet,0
3997,android,tablet,0
3998,ios,phone,0
3999,android,tablet,0
4000,android,tablet,0
4001,android,tablet,0
4002,android,tablet,0
4003,android,tablet,0
4004,ios,phone,0
4005,android,tablet,0
4006,android,tablet,0
4007,android,tablet,0
4008,android,tablet,0
4009,android,tablet,0
4010,android,phone,0
4011,ios,phone,0
4012,android,tablet,1
4013,android,tablet,1
4014,android,tablet,0
4015,android,tablet,0
4016,android,phone,0
4017,ios,phone,0
4018,android,phone,0
4019,ios,phone,0
4020,android,tablet,0
4021,android,tablet,0
4022,android,phone,0
4023,ios,tablet,0
4024,android,tablet,1
4025,android,tablet,0
4026,android,tablet,0
4027,android,tablet,1
4028,ios,tablet,0
4029,android,tablet,0
4030,android,tablet,0
4031,ios,phone,0
4032,ios,phone,0
4033,android,tablet,0
4034,android,tablet,0
4035,android,tablet,0
4036,ios,phone,0
4037,android,tablet,0
4038,android,tablet,0
4039,android,phone,0
4040,ios,phone,0
4041,ios,phone,0
4042,android,tablet,0
4043,android,phone,0
4044,ios,phone,0
4045,ios,tablet,0
4046,ios,tablet,0
4047,android,tablet,0
4048,android,tablet,0
4049,android,tablet,0
4050,ios,phone,0
4051,android,tablet,0
4052,ios,phone,0
4053,android,tablet,0
4054,android,phone,0
4055,android,tablet,0
4056,android,tablet,1
4057,ios,phone,0
4058,android,tablet,0
4059,ios,tablet,0
4060,android,tablet,0
4061,android,phone,0
4062,android,tablet,0
4063,android,phone,0
4064,android,tablet,1
4065,ios,phone,0
4066,android,phone,0
4067,android,tablet,0
4068,android,tablet,1
4069,android,tablet,0
4070,android,tablet,0
4071,android,tablet,0
4072,android,tablet,0
4073,ios,phone,0
4074,android,tablet,0
4075,android,phone,0
4076,android,tablet,0
4077,android,tablet,0
4078,android,phone,0
4079,android,tablet,0
4080,ios,phone,0
4081,android,phone,0
4082,android,tablet,0
4083,android,tablet,0
4084,ios,phone,0
4085,android,phone,0
4086,ios,phone,0
4087,ios,tablet,0
4088,android,tablet,0
4089,android,tablet,0
4090,ios,phone,0
4091,ios,phone,0
4092,android,tablet,0
4093,ios,phone,0
4094,android,tablet,0
4095,ios,phone,0
4096,android,tablet,1
4097,android,tablet,0
4098,ios,tablet,0
4099,android,tablet,1
4100,android,tablet,0
4101,ios,tablet,1
4102,ios,phone,0
4103,ios,phone,0
4104,android,tablet,0
4105,ios,phone,0
4106,android,tablet,0
4107,android,tablet,0
4108,ios,tablet,0
4109,android,tablet,0
4110,ios,tablet,0
4111,android,tablet,1
4112,ios,phone,0
4113,ios,phone,0
4114,ios,phone,0
4115,ios,phone,0
4116,ios,phone,0
4117,android,tablet,0
4118,android,phone,0
4119,ios,phone,0
4120,android,tablet,0
4121,android,tablet,0
4122,android,tablet,0
4123,android,tablet,0
4124,android,tablet,0
4125,android,tablet,0
4126,android,tablet,0
4127,android,phone,0
4128,ios,phone,0
4129,android,tablet,0
4130,android,tablet,0
4131,android,tablet,0
4132,android,tablet,0
4133,android,tablet,0
4134,ios,phone,0
4135,android,tablet,0
4136,android,tablet,0
4137,android,tablet,0
4138,ios,phone,0
4139,android,tablet,0
4140,ios,phone,0
4141,ios,tablet,0
4142,android,tablet,0
4143,android,tablet,0
4144,ios,phone,0
4145,android,tablet,0
4146,android,tablet,0
4147,ios,tablet,0
4148,android,tablet,0
4149,android,phone,0
4150,android,phone,0
4151,android,tablet,0
4152,android,tablet,0
4153,android,tablet,1
4154,ios,phone,0
4155,android,phone,0
4156,ios,tablet,0
4157,android,tablet,0
4158,android,tablet,0
4159,ios,phone,0
4160,android,phone,0
4161,ios,phone,0
4162,android,phone,0
4163,android,tablet,1
4164,android,tablet,0
4165,ios,tablet,0
4166,android,tablet,0
4167,ios,phone,0
4168,android,tablet,0
4169,android,tablet,0
4170,android,tablet,0
4171,ios,phone,0
4172,ios,tablet,0
4173,android,phone,0
4174,android,tablet,0
4175,android,tablet,1
4176,android,tablet,0
4177,android,tablet,0
4178,ios,tablet,0
4179,ios,phone,0
4180,android,phone,0
4181,ios,phone,0
4182,android,tablet,0
4183,android,tablet,0
4184,android,phone,0
4185,android,phone,0
4186,ios,phone,0
4187,android,tablet,0
4188,ios,phone,1
4189,android,tablet,0
4190,ios,tablet,0
4191,android,phone,0
4192,ios,phone,0
4193,android,tablet,0
4194,ios,tablet,0
4195,ios,phone,0
4196,ios,phone,0
4197,android,tablet,0
4198,android,phone,0
4199,android,tablet,0
4200,android,tablet,0
4201,android,tablet,0
4202,android,tablet,0
4203,android,tablet,0
4204,ios,tablet,0
4205,ios,phone,0
4206,ios,phone,0
4207,ios,tablet,0
4208,ios,phone,0
4209,ios,phone,0
4210,android,tablet,0
4211,ios,tablet,0
4212,android,tablet,0
4213,android,tablet,0
4214,android,tablet,0
4215,android,tablet,0
4216,ios,phone,0
4217,android,tablet,0
4218,android,tablet,0
4219,android,tablet,0
4220,ios,phone,0
4221,ios,tablet,0
4222,android,tablet,0
4223,android,tablet,0
4224,android,tablet,1
4225,ios,phone,0
4226,ios,phone,0
4227,android,tablet,0
4228,ios,phone,0
4229,ios,phone,0
4230,android,tablet,0
4231,android,tablet,0
4232,android,tablet,0
4233,ios,tablet,0
4234,android,phone,0
4235,android,phone,0
4236,android,tablet,0
4237,ios,tablet,0
4238,android,tablet,0
4239,android,phone,0
4240,android,tablet,0
4241,android,phone,0
4242,ios,phone,0
4243,android,tablet,0
4244,android,tablet,0
4245,android,tablet,0
4246,android,phone,0
4247,android,tablet,0
4248,ios,phone,0
4249,android,tablet,0
4250,ios,phone,0
4251,ios,phone,0
4252,android,tablet,0
4253,ios,phone,0
4254,ios,tablet,0
4255,ios,phone,0
4256,android,phone,0
4257,android,tablet,0
4258,android,tablet,0
4259,ios,tablet,0
4260,android,tablet,0
4261,android,tablet,0
4262,android,tablet,0
4263,android,phone,0
4264,android,tablet,0
4265,ios,tablet,0
4266,android,tablet,0
4267,android,phone,0
4268,android,tablet,0
4269,ios,tablet,0
4270,android,tablet,0
4271,ios,phone,0
4272,android,tablet,0
4273,android,tablet,0
4274,ios,tablet,0
4275,ios,phone,0
4276,android,tablet,0
4277,ios,phone,0
4278,android,tablet,0
4279,android,tablet,0
4280,android,tablet,0
4281,android,tablet,0
4282,ios,phone,0
4283,android,tablet,0
4284,android,tablet,0
4285,android,tablet,0
4286,android,tablet,0
4287,android,tablet,0
4288,ios,phone,0
4289,ios,phone,0
4290,android,phone,0
4291,android,tablet,0
4292,android,phone,0
4293,android,phone,0
4294,ios,phone,0
4295,ios,phone,0
4296,ios,phone,0
4297,ios,tablet,0
4298,ios,phone,0
4299,ios,tablet,0
4300,android,tablet,0
4301,ios,tablet,0
4302,android,tablet,0
4303,ios,tablet,0
4304,android,phone,0
4305,ios,tablet,0
4306,android,tablet,0
4307,android,tablet,0
4308,android,tablet,0
4309,android,tablet,1
4310,android,tablet,0
4311,android,tablet,0
4312,android,tablet,0
4313,ios,phone,0
4314,ios,tablet,0
4315,android,tablet,0
4316,android,phone,0
4317,android,phone,0
4318,ios,tablet,0
4319,android,tablet,0
4320,android,tablet,0
4321,android,phone,0
4322,android,tablet,0
4323,android,phone,0
4324,android,tablet,0
4325,android,phone,0
4326,android,tablet,0
4327,android,tablet,0
4328,android,tablet,0
4329,ios,phone,0
4330,android,phone,0
4331,ios,phone,0
4332,ios,phone,0
4333,ios,phone,0
4334,ios,tablet,0
4335,android,tablet,0
4336,ios,phone,0
4337,android,tablet,0
4338,android,tablet,1
4339,ios,phone,0
4340,android,tablet,0
4341,android,tablet,0
4342,ios,phone,0
4343,ios,phone,0
4344,ios,phone,0
4345,ios,tablet,0
4346,android,tablet,1
4347,android,phone,0
4348,ios,phone,1
4349,android,tablet,0
4350,ios,phone,0
4351,android,tablet,0
4352,android,tablet,0
4353,android,tablet,0
4354,android,tablet,0
4355,ios,phone,0
4356,android,tablet,0
4357,ios,tablet,0
4358,android,tablet,0
4359,android,phone,0
4360,android,tablet,0
4361,android,tablet,0
4362,android,tablet,0
4363,ios,phone,0
4364,android,tablet,0
4365,ios,phone,0
4366,ios,tablet,0
4367,android,phone,0
4368,android,tablet,0
4369,ios,tablet,0
4370,ios,phone,0
4371,android,tablet,0
4372,android,tablet,1
4373,android,tablet,0
4374,android,tablet,0
4375,ios,tablet,0
4376,android,tablet,0
4377,ios,tablet,0
4378,android,tablet,0
4379,android,tablet,0
4380,ios,phone,0
4381,ios,phone,0
4382,android,tablet,0
4383,android,tablet,0
4384,android,tablet,0
4385,ios,tablet,0
4386,android,tablet,0
4387,ios,tablet,0
4388,android,tablet,0
4389,android,phone,0
4390,android,tablet,0
4391,android,tablet,0
4392,android,tablet,1
4393,android,tablet,0
4394,android,tablet,0
4395,android,phone,0
4396,android,tablet,0
4397,ios,phone,0
4398,android,tablet,1
4399,ios,phone,0
4400,ios,phone,0
4401,android,tablet,0
4402,ios,phone,0
4403,ios,tablet,0
4404,android,tablet,0
4405,android,tablet,0
4406,ios,phone,0
4407,android,tablet,0
4408,android,tablet,1
4409,ios,tablet,0
4410,ios,phone,0
4411,android,tablet,0
4412,android,tablet,0
4413,android,tablet,0
4414,android,phone,0
4415,ios,phone,0
4416,ios,phone,0
4417,ios,tablet,0
4418,android,tablet,0
4419,android,tablet,0
4420,android,tablet,0
4421,android,tablet,1
4422,android,phone,0
4423,android,tablet,0
4424,android,phone,0
4425,android,tablet,0
4426,android,tablet,0
4427,android,tablet,0
4428,ios,phone,0
4429,ios,phone,0
4430,android,tablet,0
4431,android,phone,0
4432,android,phone,0
4433,android,tablet,0
4434,android,tablet,0
4435,ios,tablet,0
4436,android,tablet,0
4437,android,tablet,1
4438,android,tablet,0
4439,android,tablet,0
4440,android,tablet,1
4441,ios,phone,0
4442,ios,phone,0
4443,android,tablet,0
4444,ios,phone,0
4445,ios,phone,0
4446,android,tablet,0
4447,android,phone,0
4448,android,tablet,0
4449,ios,phone,0
4450,ios,tablet,0
4451,android,tablet,0
4452,ios,tablet,0
4453,android,tablet,0
4454,ios,phone,0
4455,android,phone,0
4456,android,tablet,0
4457,ios,phone,0
4458,android,tablet,0
4459,ios,phone,0
4460,ios,phone,0
4461,ios,phone,1
4462,ios,phone,0
4463,android,tablet,0
4464,android,tablet,0
4465,android,phone,0
4466,android,tablet,0
4467,android,tablet,0
4468,android,tablet,0
4469,ios,tablet,0
4470,android,tablet,0
4471,ios,phone,0
4472,android,phone,0
4473,ios,tablet,0
4474,android,tablet,0
4475,android,tablet,0
4476,android,tablet,0
4477,ios,phone,0
4478,android,tablet,0
4479,android,phone,0
4480,android,tablet,0
4481,android,tablet,0
4482,android,tablet,0
4483,android,tablet,0
4484,android,tablet,0
4485,android,tablet,0
4486,android,tablet,0
4487,android,tablet,0
4488,ios,tablet,0
4489,ios,tablet,0
4490,android,tablet,0
4491,ios,tablet,0
4492,ios,phone,0
4493,android,tablet,0
4494,ios,phone,0
4495,android,tablet,0
4496,android,tablet,0
4497,android,tablet,0
4498,android,tablet,0
4499,ios,phone,0
4500,ios,phone,0
4501,android,phone,0
4502,ios,tablet,0
4503,android,tablet,0
4504,android,tablet,0
4505,ios,phone,0
4506,ios,phone,0
4507,android,tablet,0
4508,android,tablet,0
4509,android,phone,0
4510,android,tablet,0
4511,android,tablet,0
4512,ios,phone,0
4513,android,tablet,0
4514,android,tablet,0
4515,android,phone,0
4516,android,tablet,0
4517,ios,phone,0
4518,ios,phone,0
4519,android,tablet,0
4520,android,tablet,0
4521,ios,phone,0
4522,android,tablet,0
4523,ios,phone,0
4524,android,phone,0
4525,android,tablet,0
4526,android,tablet,0
4527,ios,tablet,0
4528,ios,phone,0
4529,android,tablet,0
4530,android,tablet,0
4531,ios,phone,0
4532,ios,tablet,0
4533,android,tablet,0
4534,ios,phone,0
4535,android,phone,0
4536,android,tablet,0
4537,android,tablet,0
4538,android,tablet,0
4539,android,tablet,0
4540,android,tablet,0
4541,android,tablet,0
4542,android,tablet,0
4543,android,tablet,0
4544,android,tablet,0
4545,android,tablet,0
4546,ios,tablet,0
4547,ios,phone,0
4548,ios,tablet,0
4549,android,tablet,0
4550,android,tablet,0
4551,android,tablet,1
4552,ios,phone,0
4553,android,tablet,0
4554,ios,phone,0
4555,android,tablet,0
4556,ios,phone,0
4557,android,tablet,0
4558,android,tablet,0
4559,android,tablet,0
4560,android,tablet,1
4561,android,tablet,0
4562,android,tablet,0
4563,ios,phone,0
4564,android,phone,0
4565,ios,tablet,0
4566,android,tablet,0
4567,ios,phone,0
4568,ios,phone,0
4569,ios,phone,0
4570,ios,phone,0
4571,ios,phone,0
4572,android,tablet,0
4573,android,tablet,0
4574,ios,tablet,0
4575,android,tablet,0
4576,android,tablet,0
4577,android,phone,0
4578,android,tablet,0
4579,android,tablet,1
4580,android,phone,0
4581,android,tablet,0
4582,android,phone,0
4583,android,tablet,0
4584,ios,phone,0
4585,ios,phone,0
4586,android,tablet,0
4587,android,tablet,0
4588,android,tablet,0
4589,ios,phone,0
4590,ios,tablet,0
4591,ios,tablet,0
4592,android,phone,0
4593,android,tablet,0
4594,android,phone,0
4595,android,tablet,0
4596,android,tablet,0
4597,android,tablet,0
4598,android,tablet,0
4599,android,tablet,0
4600,ios,tablet,0
4601,android,tablet,1
4602,ios,tablet,0
4603,android,phone,0
4604,ios,phone,0
4605,ios,phone,0
4606,ios,tablet,0
4607,android,tablet,0
4608,android,tablet,0
4609,android,tablet,0
4610,ios,phone,0
4611,android,tablet,0
4612,android,tablet,0
4613,android,tablet,0
4614,android,tablet,0
4615,ios,phone,0
4616,android,tablet,0
4617,android,tablet,0
4618,android,tablet,0
4619,ios,tablet,0
4620,ios,phone,0
4621,android,tablet,0
4622,ios,tablet,0
4623,android,tablet,0
4624,android,tablet,0
4625,ios,phone,0
4626,android,tablet,0
4627,android,tablet,0
4628,android,phone,0
4629,android,tablet,0
4630,ios,phone,0
4631,ios,phone,0
4632,android,tablet,0
4633,android,phone,0
4634,ios,phone,0
4635,android,tablet,0
4636,android,phone,0
4637,android,tablet,1
4638,android,tablet,0
4639,android,tablet,0
4640,android,tablet,0
4641,android,tablet,0
4642,android,tablet,0
4643,ios,tablet,0
4644,android,tablet,0
4645,android,tablet,0
4646,android,tablet,0
4647,android,tablet,0
4648,android,tablet,1
4649,ios,phone,0
4650,android,tablet,0
4651,android,tablet,1
4652,android,phone,0
4653,ios,phone,0
4654,android,tablet,0
4655,android,tablet,0
4656,android,phone,0
4657,android,phone,0
4658,android,tablet,0
4659,ios,tablet,0
4660,android,tablet,0
4661,ios,phone,0
4662,ios,phone,0
4663,android,phone,0
4664,android,tablet,0
4665,android,phone,0
4666,ios,phone,0
4667,android,phone,0
4668,ios,tablet,0
4669,android,tablet,0
4670,ios,tablet,0
4671,android,tablet,0
4672,ios,phone,0
4673,android,tablet,0
4674,android,phone,0
4675,android,tablet,0
4676,android,tablet,0
4677,android,tablet,0
4678,android,tablet,0
4679,android,tablet,0
4680,android,phone,0
4681,ios,phone,0
4682,ios,phone,0
4683,android,tablet,0
4684,ios,phone,0
4685,android,tablet,0
4686,android,tablet,0
4687,android,tablet,0
4688,ios,phone,0
4689,android,tablet,0
4690,ios,phone,0
4691,android,tablet,0
4692,android,tablet,0
4693,android,phone,0
4694,ios,phone,0
4695,android,tablet,0
4696,ios,tablet,0
4697,ios,tablet,0
4698,ios,phone,0
4699,android,phone,0
4700,android,tablet,0
4701,android,tablet,0
4702,android,phone,0
4703,android,tablet,0
4704,ios,phone,0
4705,android,tablet,0
4706,android,tablet,0
4707,android,tablet,0
4708,ios,phone,0
4709,android,tablet,0
4710,android,tablet,0
4711,android,tablet,0
4712,ios,phone,0
4713,ios,phone,0
4714,android,tablet,0
4715,android,phone,0
4716,android,tablet,0
4717,android,tablet,0
4718,android,tablet,0
4719,android,tablet,0
4720,android,tablet,0
4721,android,tablet,0
4722,android,tablet,0
4723,android,tablet,0
4724,ios,phone,0
4725,ios,phone,0
4726,android,tablet,0
4727,android,tablet,0
4728,android,tablet,0
4729,android,tablet,0
4730,android,phone,0
4731,ios,tablet,0
4732,ios,tablet,0
4733,android,tablet,0
4734,ios,phone,0
4735,ios,tablet,0
4736,ios,phone,0
4737,android,tablet,0
4738,ios,tablet,0
4739,android,tablet,0
4740,android,tablet,0
4741,android,tablet,0
4742,android,tablet,0
4743,android,phone,0
4744,android,tablet,0
4745,android,tablet,0
4746,ios,tablet,0
4747,android,tablet,0
4748,android,tablet,0
4749,android,phone,0
4750,android,tablet,0
4751,ios,phone,0
4752,android,tablet,1
4753,android,phone,0
4754,ios,phone,0
4755,android,phone,0
4756,android,tablet,0
4757,ios,tablet,0
4758,android,tablet,0
4759,android,tablet,0
4760,android,tablet,0
4761,android,tablet,0
4762,android,tablet,0
4763,ios,tablet,0
4764,android,tablet,0
4765,ios,phone,0
4766,ios,phone,0
4767,android,tablet,0
4768,ios,phone,0
4769,android,tablet,0
4770,android,phone,0
4771,android,tablet,0
4772,ios,tablet,0
4773,ios,phone,0
4774,android,phone,0
4775,ios,phone,0
4776,ios,phone,0
4777,ios,phone,0
4778,ios,tablet,0
4779,ios,tablet,0
4780,ios,tablet,0
4781,ios,phone,0
4782,ios,phone,0
4783,android,tablet,0
4784,ios,tablet,0
4785,android,tablet,0
4786,android,tablet,0
4787,ios,phone,0
4788,android,phone,0
4789,android,tablet,0
4790,android,tablet,0
4791,android,phone,0
4792,android,phone,0
4793,android,phone,0
4794,android,tablet,0
4795,android,tablet,0
4796,ios,phone,0
4797,ios,phone,0
4798,android,tablet,0
4799,ios,tablet,0
4800,android,tablet,0
4801,android,tablet,0
4802,android,tablet,0
4803,ios,phone,0
4804,android,phone,0
4805,android,tablet,0
4806,android,tablet,0
4807,android,tablet,0
4808,android,tablet,0
4809,android,tablet,0
4810,android,tablet,0
4811,android,tablet,0
4812,android,tablet,0
4813,ios,phone,0
4814,ios,tablet,0
4815,ios,phone,0
4816,ios,tablet,0
4817,android,tablet,0
4818,ios,phone,0
4819,android,tablet,0
4820,android,phone,0
4821,android,tablet,0
4822,ios,phone,0
4823,android,tablet,0
4824,android,phone,0
4825,ios,tablet,0
4826,android,tablet,1
4827,ios,tablet,0
4828,android,tablet,0
4829,android,tablet,0
4830,android,phone,0
4831,android,phone,0
4832,android,tablet,0
4833,android,phone,0
4834,android,tablet,0
4835,android,tablet,0
4836,ios,phone,0
4837,android,tablet,0
4838,android,phone,0
4839,ios,phone,0
4840,android,phone,0
4841,ios,phone,0
4842,android,tablet,0
4843,android,tablet,0
4844,android,tablet,0
4845,ios,phone,0
4846,ios,phone,0
4847,android,phone,0
4848,android,tablet,0
4849,ios,phone,0
4850,ios,tablet,0
4851,android,tablet,0
4852,ios,phone,0
4853,android,tablet,0
4854,android,tablet,0
4855,android,tablet,0
4856,android,tablet,0
4857,android,tablet,0
4858,android,phone,0
4859,ios,phone,0
4860,ios,phone,0
4861,android,tablet,0
4862,android,tablet,0
4863,android,phone,1
4864,ios,tablet,0
4865,ios,tablet,0
4866,android,phone,0
4867,android,phone,0
4868,android,phone,0
4869,android,phone,0
4870,android,tablet,0
4871,ios,tablet,0
4872,android,tablet,0
4873,android,tablet,0
4874,ios,phone,0
4875,android,phone,0
